Video_Code,Set,Species,Number,Mom,Neighbour,Seed_Type,Seed_Number,Seed_Mass_mg,Plant_ID,Velocity_Vals_m_sec,Data_Index
Afre1m2n5d1,A,fre,1,2,5,d,1,0.064,Afre1m2n5,NA,44
Afre1m2n5d1,A,fre,1,2,5,d,1,0.064,Afre1m2n5,NA,45
Afre1m2n5d1,A,fre,1,2,5,d,1,0.064,Afre1m2n5,NA,46
Afre1m2n5d1,A,fre,1,2,5,d,1,0.064,Afre1m2n5,NA,47
Afre1m2n5d1,A,fre,1,2,5,d,1,0.064,Afre1m2n5,NA,48
Afre1m2n5d1,A,fre,1,2,5,d,1,0.064,Afre1m2n5,NA,49
Afre1m2n5d1,A,fre,1,2,5,d,1,0.064,Afre1m2n5,NA,50
Afre1m2n5d1,A,fre,1,2,5,d,1,0.064,Afre1m2n5,NA,51
Afre1m2n5d1,A,fre,1,2,5,d,1,0.064,Afre1m2n5,NA,52
Afre1m2n5d1,A,fre,1,2,5,d,1,0.064,Afre1m2n5,NA,53
Afre1m2n5d1,A,fre,1,2,5,d,1,0.064,Afre1m2n5,NA,54
Afre1m2n5d1,A,fre,1,2,5,d,1,0.064,Afre1m2n5,NA,55
Afre1m2n5d1,A,fre,1,2,5,d,1,0.064,Afre1m2n5,NA,56
Afre1m2n5d1,A,fre,1,2,5,d,1,0.064,Afre1m2n5,NA,57
Afre1m2n5d1,A,fre,1,2,5,d,1,0.064,Afre1m2n5,NA,58
Afre1m2n5d1,A,fre,1,2,5,d,1,0.064,Afre1m2n5,NA,59
Afre1m2n5d1,A,fre,1,2,5,d,1,0.064,Afre1m2n5,NA,60
Afre1m2n5d1,A,fre,1,2,5,d,1,0.064,Afre1m2n5,NA,61
Afre1m2n5d2,A,fre,1,2,5,d,2,0.059,Afre1m2n5,1.312527223,1
Afre1m2n5d2,A,fre,1,2,5,d,2,0.059,Afre1m2n5,1.430267137,2
Afre1m2n5d2,A,fre,1,2,5,d,2,0.059,Afre1m2n5,1.367667489,3
Afre1m2n5d2,A,fre,1,2,5,d,2,0.059,Afre1m2n5,1.200436212,4
Afre1m2n5d2,A,fre,1,2,5,d,2,0.059,Afre1m2n5,1.396895241,5
Afre1m2n5d2,A,fre,1,2,5,d,2,0.059,Afre1m2n5,1.100732959,6
Afre1m2n5d2,A,fre,1,2,5,d,2,0.059,Afre1m2n5,1.380697581,7
Afre1m2n5d2,A,fre,1,2,5,d,2,0.059,Afre1m2n5,1.175016568,8
Afre1m2n5d2,A,fre,1,2,5,d,2,0.059,Afre1m2n5,1.266602852,9
Afre1m2n5d2,A,fre,1,2,5,d,2,0.059,Afre1m2n5,1.331698702,10
Afre1m2n5d2,A,fre,1,2,5,d,2,0.059,Afre1m2n5,1.222871014,11
Afre1m2n5d2,A,fre,1,2,5,d,2,0.059,Afre1m2n5,1.122958564,12
Afre1m2n5d2,A,fre,1,2,5,d,2,0.059,Afre1m2n5,1.350368467,13
Afre1m2n5d2,A,fre,1,2,5,d,2,0.059,Afre1m2n5,1.294406858,14
Afre1m2n5d2,A,fre,1,2,5,d,2,0.059,Afre1m2n5,1.297754591,15
Afre1m2n5d2,A,fre,1,2,5,d,2,0.059,Afre1m2n5,1.275588784,16
Afre1m2n5d2,A,fre,1,2,5,d,2,0.059,Afre1m2n5,1.300665278,17
Afre1m2n5d2,A,fre,1,2,5,d,2,0.059,Afre1m2n5,1.281495978,18
Afre1m2n5d2,A,fre,1,2,5,d,2,0.059,Afre1m2n5,1.440576574,19
Afre1m2n5d2,A,fre,1,2,5,d,2,0.059,Afre1m2n5,NA,20
Afre1m2n5d2,A,fre,1,2,5,d,2,0.059,Afre1m2n5,NA,21
Afre1m2n5d2,A,fre,1,2,5,d,2,0.059,Afre1m2n5,NA,22
Afre1m2n5d2,A,fre,1,2,5,d,2,0.059,Afre1m2n5,NA,23
Afre1m2n5d2,A,fre,1,2,5,d,2,0.059,Afre1m2n5,NA,24
Afre1m2n5d2,A,fre,1,2,5,d,2,0.059,Afre1m2n5,NA,25
Afre1m2n5d2,A,fre,1,2,5,d,2,0.059,Afre1m2n5,NA,26
Afre1m2n5d2,A,fre,1,2,5,d,2,0.059,Afre1m2n5,NA,27
Afre1m2n5d2,A,fre,1,2,5,d,2,0.059,Afre1m2n5,NA,28
Afre1m2n5d2,A,fre,1,2,5,d,2,0.059,Afre1m2n5,NA,29
Afre1m2n5d2,A,fre,1,2,5,d,2,0.059,Afre1m2n5,NA,30
Afre1m2n5d2,A,fre,1,2,5,d,2,0.059,Afre1m2n5,NA,31
Afre1m2n5d2,A,fre,1,2,5,d,2,0.059,Afre1m2n5,NA,32
Afre1m2n5d2,A,fre,1,2,5,d,2,0.059,Afre1m2n5,NA,33
Afre1m2n5d2,A,fre,1,2,5,d,2,0.059,Afre1m2n5,NA,34
Afre1m2n5d2,A,fre,1,2,5,d,2,0.059,Afre1m2n5,NA,35
Afre1m2n5d2,A,fre,1,2,5,d,2,0.059,Afre1m2n5,NA,36
Afre1m2n5d2,A,fre,1,2,5,d,2,0.059,Afre1m2n5,NA,37
Afre1m2n5d2,A,fre,1,2,5,d,2,0.059,Afre1m2n5,NA,38
Afre1m2n5d2,A,fre,1,2,5,d,2,0.059,Afre1m2n5,NA,39
Afre1m2n5d2,A,fre,1,2,5,d,2,0.059,Afre1m2n5,NA,40
Afre1m2n5d2,A,fre,1,2,5,d,2,0.059,Afre1m2n5,NA,41
Afre1m2n5d2,A,fre,1,2,5,d,2,0.059,Afre1m2n5,NA,42
Afre1m2n5d2,A,fre,1,2,5,d,2,0.059,Afre1m2n5,NA,43
Afre1m2n5d2,A,fre,1,2,5,d,2,0.059,Afre1m2n5,NA,44
Afre1m2n5d2,A,fre,1,2,5,d,2,0.059,Afre1m2n5,NA,45
Afre1m2n5d2,A,fre,1,2,5,d,2,0.059,Afre1m2n5,NA,46
Afre1m2n5d2,A,fre,1,2,5,d,2,0.059,Afre1m2n5,NA,47
Afre1m2n5d2,A,fre,1,2,5,d,2,0.059,Afre1m2n5,NA,48
Afre1m2n5d2,A,fre,1,2,5,d,2,0.059,Afre1m2n5,NA,49
Afre1m2n5d2,A,fre,1,2,5,d,2,0.059,Afre1m2n5,NA,50
Afre1m2n5d2,A,fre,1,2,5,d,2,0.059,Afre1m2n5,NA,51
Afre1m2n5d2,A,fre,1,2,5,d,2,0.059,Afre1m2n5,NA,52
Afre1m2n5d2,A,fre,1,2,5,d,2,0.059,Afre1m2n5,NA,53
Afre1m2n5d2,A,fre,1,2,5,d,2,0.059,Afre1m2n5,NA,54
Afre1m2n5d2,A,fre,1,2,5,d,2,0.059,Afre1m2n5,NA,55
Afre1m2n5d2,A,fre,1,2,5,d,2,0.059,Afre1m2n5,NA,56
Afre1m2n5d2,A,fre,1,2,5,d,2,0.059,Afre1m2n5,NA,57
Afre1m2n5d2,A,fre,1,2,5,d,2,0.059,Afre1m2n5,NA,58
Afre1m2n5d2,A,fre,1,2,5,d,2,0.059,Afre1m2n5,NA,59
Afre1m2n5d2,A,fre,1,2,5,d,2,0.059,Afre1m2n5,NA,60
Afre1m2n5d2,A,fre,1,2,5,d,2,0.059,Afre1m2n5,NA,61
Afre1m2n5d3,A,fre,1,2,5,d,3,0.068,Afre1m2n5,1.620804726,1
Afre1m2n5d3,A,fre,1,2,5,d,3,0.068,Afre1m2n5,1.58866078,2
Afre1m2n5d3,A,fre,1,2,5,d,3,0.068,Afre1m2n5,1.522850879,3
Afre1m2n5d3,A,fre,1,2,5,d,3,0.068,Afre1m2n5,1.517313526,4
Afre1m2n5d3,A,fre,1,2,5,d,3,0.068,Afre1m2n5,1.617054585,5
Afre1m2n5d3,A,fre,1,2,5,d,3,0.068,Afre1m2n5,1.490141198,6
Afre1m2n5d3,A,fre,1,2,5,d,3,0.068,Afre1m2n5,1.489134348,7
Afre1m2n5d3,A,fre,1,2,5,d,3,0.068,Afre1m2n5,1.573631602,8
Afre1m2n5d3,A,fre,1,2,5,d,3,0.068,Afre1m2n5,1.529308072,9
Afre1m2n5d3,A,fre,1,2,5,d,3,0.068,Afre1m2n5,1.5456241,10
Afre1m2n5d3,A,fre,1,2,5,d,3,0.068,Afre1m2n5,1.586254192,11
Afre1m2n5d3,A,fre,1,2,5,d,3,0.068,Afre1m2n5,1.579543201,12
Afre1m2n5d3,A,fre,1,2,5,d,3,0.068,Afre1m2n5,1.611664791,13
Afre1m2n5d3,A,fre,1,2,5,d,3,0.068,Afre1m2n5,1.641569916,14
Afre1m2n5d3,A,fre,1,2,5,d,3,0.068,Afre1m2n5,1.681153856,15
Afre1m2n5d3,A,fre,1,2,5,d,3,0.068,Afre1m2n5,NA,16
Afre1m2n5d3,A,fre,1,2,5,d,3,0.068,Afre1m2n5,NA,17
Afre1m2n5d3,A,fre,1,2,5,d,3,0.068,Afre1m2n5,NA,18
Afre1m2n5d3,A,fre,1,2,5,d,3,0.068,Afre1m2n5,NA,19
Afre1m2n5d3,A,fre,1,2,5,d,3,0.068,Afre1m2n5,NA,20
Afre1m2n5d3,A,fre,1,2,5,d,3,0.068,Afre1m2n5,NA,21
Afre1m2n5d3,A,fre,1,2,5,d,3,0.068,Afre1m2n5,NA,22
Afre1m2n5d3,A,fre,1,2,5,d,3,0.068,Afre1m2n5,NA,23
Afre1m2n5d3,A,fre,1,2,5,d,3,0.068,Afre1m2n5,NA,24
Afre1m2n5d3,A,fre,1,2,5,d,3,0.068,Afre1m2n5,NA,25
Afre1m2n5d3,A,fre,1,2,5,d,3,0.068,Afre1m2n5,NA,26
Afre1m2n5d3,A,fre,1,2,5,d,3,0.068,Afre1m2n5,NA,27
Afre1m2n5d3,A,fre,1,2,5,d,3,0.068,Afre1m2n5,NA,28
Afre1m2n5d3,A,fre,1,2,5,d,3,0.068,Afre1m2n5,NA,29
Afre1m2n5d3,A,fre,1,2,5,d,3,0.068,Afre1m2n5,NA,30
Afre1m2n5d3,A,fre,1,2,5,d,3,0.068,Afre1m2n5,NA,31
Afre1m2n5d3,A,fre,1,2,5,d,3,0.068,Afre1m2n5,NA,32
Afre1m2n5d3,A,fre,1,2,5,d,3,0.068,Afre1m2n5,NA,33
Afre1m2n5d3,A,fre,1,2,5,d,3,0.068,Afre1m2n5,NA,34
Afre1m2n5d3,A,fre,1,2,5,d,3,0.068,Afre1m2n5,NA,35
Afre1m2n5d3,A,fre,1,2,5,d,3,0.068,Afre1m2n5,NA,36
Afre1m2n5d3,A,fre,1,2,5,d,3,0.068,Afre1m2n5,NA,37
Afre1m2n5d3,A,fre,1,2,5,d,3,0.068,Afre1m2n5,NA,38
Afre1m2n5d3,A,fre,1,2,5,d,3,0.068,Afre1m2n5,NA,39
Afre1m2n5d3,A,fre,1,2,5,d,3,0.068,Afre1m2n5,NA,40
Afre1m2n5d3,A,fre,1,2,5,d,3,0.068,Afre1m2n5,NA,41
Afre1m2n5d3,A,fre,1,2,5,d,3,0.068,Afre1m2n5,NA,42
Afre1m2n5d3,A,fre,1,2,5,d,3,0.068,Afre1m2n5,NA,43
Afre1m2n5d3,A,fre,1,2,5,d,3,0.068,Afre1m2n5,NA,44
Afre1m2n5d3,A,fre,1,2,5,d,3,0.068,Afre1m2n5,NA,45
Afre1m2n5d3,A,fre,1,2,5,d,3,0.068,Afre1m2n5,NA,46
Afre1m2n5d3,A,fre,1,2,5,d,3,0.068,Afre1m2n5,NA,47
Afre1m2n5d3,A,fre,1,2,5,d,3,0.068,Afre1m2n5,NA,48
Afre1m2n5d3,A,fre,1,2,5,d,3,0.068,Afre1m2n5,NA,49
Afre1m2n5d3,A,fre,1,2,5,d,3,0.068,Afre1m2n5,NA,50
Afre1m2n5d3,A,fre,1,2,5,d,3,0.068,Afre1m2n5,NA,51
Afre1m2n5d3,A,fre,1,2,5,d,3,0.068,Afre1m2n5,NA,52
Afre1m2n5d3,A,fre,1,2,5,d,3,0.068,Afre1m2n5,NA,53
Afre1m2n5d3,A,fre,1,2,5,d,3,0.068,Afre1m2n5,NA,54
Afre1m2n5d3,A,fre,1,2,5,d,3,0.068,Afre1m2n5,NA,55
Afre1m2n5d3,A,fre,1,2,5,d,3,0.068,Afre1m2n5,NA,56
Afre1m2n5d3,A,fre,1,2,5,d,3,0.068,Afre1m2n5,NA,57
Afre1m2n5d3,A,fre,1,2,5,d,3,0.068,Afre1m2n5,NA,58
Afre1m2n5d3,A,fre,1,2,5,d,3,0.068,Afre1m2n5,NA,59
Afre1m2n5d3,A,fre,1,2,5,d,3,0.068,Afre1m2n5,NA,60
Afre1m2n5d3,A,fre,1,2,5,d,3,0.068,Afre1m2n5,NA,61
Afre1m2n5r1,A,fre,1,2,5,r,1,0.073,Afre1m2n5,1.485409533,1
Afre1m2n5r1,A,fre,1,2,5,r,1,0.073,Afre1m2n5,1.556553649,2
Afre1m2n5r1,A,fre,1,2,5,r,1,0.073,Afre1m2n5,1.457480079,3
Afre1m2n5r1,A,fre,1,2,5,r,1,0.073,Afre1m2n5,1.562110322,4
Afre1m2n5r1,A,fre,1,2,5,r,1,0.073,Afre1m2n5,1.392265155,5
Afre1m2n5r1,A,fre,1,2,5,r,1,0.073,Afre1m2n5,1.445721302,6
Afre1m2n5r1,A,fre,1,2,5,r,1,0.073,Afre1m2n5,1.526564431,7
Afre1m2n5r1,A,fre,1,2,5,r,1,0.073,Afre1m2n5,1.394891387,8
Afre1m2n5r1,A,fre,1,2,5,r,1,0.073,Afre1m2n5,1.493348521,9
Afre1m2n5r1,A,fre,1,2,5,r,1,0.073,Afre1m2n5,1.453353189,10
Afre1m2n5r1,A,fre,1,2,5,r,1,0.073,Afre1m2n5,1.456836358,11
Afre1m2n5r1,A,fre,1,2,5,r,1,0.073,Afre1m2n5,1.454809796,12
Afre1m2n5r1,A,fre,1,2,5,r,1,0.073,Afre1m2n5,1.47017403,13
Afre1m2n5r1,A,fre,1,2,5,r,1,0.073,Afre1m2n5,1.517901709,14
Afre1m2n5r1,A,fre,1,2,5,r,1,0.073,Afre1m2n5,1.494424721,15
Afre1m2n5r1,A,fre,1,2,5,r,1,0.073,Afre1m2n5,1.516920842,16
Afre1m2n5r1,A,fre,1,2,5,r,1,0.073,Afre1m2n5,NA,17
Afre1m2n5r1,A,fre,1,2,5,r,1,0.073,Afre1m2n5,NA,18
Afre1m2n5r1,A,fre,1,2,5,r,1,0.073,Afre1m2n5,NA,19
Afre1m2n5r1,A,fre,1,2,5,r,1,0.073,Afre1m2n5,NA,20
Afre1m2n5r1,A,fre,1,2,5,r,1,0.073,Afre1m2n5,NA,21
Afre1m2n5r1,A,fre,1,2,5,r,1,0.073,Afre1m2n5,NA,22
Afre1m2n5r1,A,fre,1,2,5,r,1,0.073,Afre1m2n5,NA,23
Afre1m2n5r1,A,fre,1,2,5,r,1,0.073,Afre1m2n5,NA,24
Afre1m2n5r1,A,fre,1,2,5,r,1,0.073,Afre1m2n5,NA,25
Afre1m2n5r1,A,fre,1,2,5,r,1,0.073,Afre1m2n5,NA,26
Afre1m2n5r1,A,fre,1,2,5,r,1,0.073,Afre1m2n5,NA,27
Afre1m2n5r1,A,fre,1,2,5,r,1,0.073,Afre1m2n5,NA,28
Afre1m2n5r1,A,fre,1,2,5,r,1,0.073,Afre1m2n5,NA,29
Afre1m2n5r1,A,fre,1,2,5,r,1,0.073,Afre1m2n5,NA,30
Afre1m2n5r1,A,fre,1,2,5,r,1,0.073,Afre1m2n5,NA,31
Afre1m2n5r1,A,fre,1,2,5,r,1,0.073,Afre1m2n5,NA,32
Afre1m2n5r1,A,fre,1,2,5,r,1,0.073,Afre1m2n5,NA,33
Afre1m2n5r1,A,fre,1,2,5,r,1,0.073,Afre1m2n5,NA,34
Afre1m2n5r1,A,fre,1,2,5,r,1,0.073,Afre1m2n5,NA,35
Afre1m2n5r1,A,fre,1,2,5,r,1,0.073,Afre1m2n5,NA,36
Afre1m2n5r1,A,fre,1,2,5,r,1,0.073,Afre1m2n5,NA,37
Afre1m2n5r1,A,fre,1,2,5,r,1,0.073,Afre1m2n5,NA,38
Afre1m2n5r1,A,fre,1,2,5,r,1,0.073,Afre1m2n5,NA,39
Afre1m2n5r1,A,fre,1,2,5,r,1,0.073,Afre1m2n5,NA,40
Afre1m2n5r1,A,fre,1,2,5,r,1,0.073,Afre1m2n5,NA,41
Afre1m2n5r1,A,fre,1,2,5,r,1,0.073,Afre1m2n5,NA,42
Afre1m2n5r1,A,fre,1,2,5,r,1,0.073,Afre1m2n5,NA,43
Afre1m2n5r1,A,fre,1,2,5,r,1,0.073,Afre1m2n5,NA,44
Afre1m2n5r1,A,fre,1,2,5,r,1,0.073,Afre1m2n5,NA,45
Afre1m2n5r1,A,fre,1,2,5,r,1,0.073,Afre1m2n5,NA,46
Afre1m2n5r1,A,fre,1,2,5,r,1,0.073,Afre1m2n5,NA,47
Afre1m2n5r1,A,fre,1,2,5,r,1,0.073,Afre1m2n5,NA,48
Afre1m2n5r1,A,fre,1,2,5,r,1,0.073,Afre1m2n5,NA,49
Afre1m2n5r1,A,fre,1,2,5,r,1,0.073,Afre1m2n5,NA,50
Afre1m2n5r1,A,fre,1,2,5,r,1,0.073,Afre1m2n5,NA,51
Afre1m2n5r1,A,fre,1,2,5,r,1,0.073,Afre1m2n5,NA,52
Afre1m2n5r1,A,fre,1,2,5,r,1,0.073,Afre1m2n5,NA,53
Afre1m2n5r1,A,fre,1,2,5,r,1,0.073,Afre1m2n5,NA,54
Afre1m2n5r1,A,fre,1,2,5,r,1,0.073,Afre1m2n5,NA,55
Afre1m2n5r1,A,fre,1,2,5,r,1,0.073,Afre1m2n5,NA,56
Afre1m2n5r1,A,fre,1,2,5,r,1,0.073,Afre1m2n5,NA,57
Afre1m2n5r1,A,fre,1,2,5,r,1,0.073,Afre1m2n5,NA,58
Afre1m2n5r1,A,fre,1,2,5,r,1,0.073,Afre1m2n5,NA,59
Afre1m2n5r1,A,fre,1,2,5,r,1,0.073,Afre1m2n5,NA,60
Afre1m2n5r1,A,fre,1,2,5,r,1,0.073,Afre1m2n5,NA,61
Afre1m2n5r2,A,fre,1,2,5,r,2,0.07,Afre1m2n5,1.328865515,1
Afre1m2n5r2,A,fre,1,2,5,r,2,0.07,Afre1m2n5,1.298282028,2
Afre1m2n5r2,A,fre,1,2,5,r,2,0.07,Afre1m2n5,1.334562798,3
Afre1m2n5r2,A,fre,1,2,5,r,2,0.07,Afre1m2n5,1.316770231,4
Afre1m2n5r2,A,fre,1,2,5,r,2,0.07,Afre1m2n5,1.295190796,5
Afre1m2n5r2,A,fre,1,2,5,r,2,0.07,Afre1m2n5,1.259230422,6
Afre1m2n5r2,A,fre,1,2,5,r,2,0.07,Afre1m2n5,1.255310437,7
Afre1m2n5r2,A,fre,1,2,5,r,2,0.07,Afre1m2n5,1.252100901,8
Afre1m2n5r2,A,fre,1,2,5,r,2,0.07,Afre1m2n5,1.276119559,9
Afre1m2n5r2,A,fre,1,2,5,r,2,0.07,Afre1m2n5,1.267691785,10
Afre1m2n5r2,A,fre,1,2,5,r,2,0.07,Afre1m2n5,1.210051952,11
Afre1m2n5r2,A,fre,1,2,5,r,2,0.07,Afre1m2n5,1.27876614,12
Afre1m2n5r2,A,fre,1,2,5,r,2,0.07,Afre1m2n5,1.312214661,13
Afre1m2n5r2,A,fre,1,2,5,r,2,0.07,Afre1m2n5,1.305427289,14
Afre1m2n5r2,A,fre,1,2,5,r,2,0.07,Afre1m2n5,1.265531808,15
Afre1m2n5r2,A,fre,1,2,5,r,2,0.07,Afre1m2n5,1.323385383,16
Afre1m2n5r2,A,fre,1,2,5,r,2,0.07,Afre1m2n5,1.310153778,17
Afre1m2n5r2,A,fre,1,2,5,r,2,0.07,Afre1m2n5,1.354850858,18
Afre1m2n5r2,A,fre,1,2,5,r,2,0.07,Afre1m2n5,NA,19
Afre1m2n5r2,A,fre,1,2,5,r,2,0.07,Afre1m2n5,NA,20
Afre1m2n5r2,A,fre,1,2,5,r,2,0.07,Afre1m2n5,NA,21
Afre1m2n5r2,A,fre,1,2,5,r,2,0.07,Afre1m2n5,NA,22
Afre1m2n5r2,A,fre,1,2,5,r,2,0.07,Afre1m2n5,NA,23
Afre1m2n5r2,A,fre,1,2,5,r,2,0.07,Afre1m2n5,NA,24
Afre1m2n5r2,A,fre,1,2,5,r,2,0.07,Afre1m2n5,NA,25
Afre1m2n5r2,A,fre,1,2,5,r,2,0.07,Afre1m2n5,NA,26
Afre1m2n5r2,A,fre,1,2,5,r,2,0.07,Afre1m2n5,NA,27
Afre1m2n5r2,A,fre,1,2,5,r,2,0.07,Afre1m2n5,NA,28
Afre1m2n5r2,A,fre,1,2,5,r,2,0.07,Afre1m2n5,NA,29
Afre1m2n5r2,A,fre,1,2,5,r,2,0.07,Afre1m2n5,NA,30
Afre1m2n5r2,A,fre,1,2,5,r,2,0.07,Afre1m2n5,NA,31
Afre1m2n5r2,A,fre,1,2,5,r,2,0.07,Afre1m2n5,NA,32
Afre1m2n5r2,A,fre,1,2,5,r,2,0.07,Afre1m2n5,NA,33
Afre1m2n5r2,A,fre,1,2,5,r,2,0.07,Afre1m2n5,NA,34
Afre1m2n5r2,A,fre,1,2,5,r,2,0.07,Afre1m2n5,NA,35
Afre1m2n5r2,A,fre,1,2,5,r,2,0.07,Afre1m2n5,NA,36
Afre1m2n5r2,A,fre,1,2,5,r,2,0.07,Afre1m2n5,NA,37
Afre1m2n5r2,A,fre,1,2,5,r,2,0.07,Afre1m2n5,NA,38
Afre1m2n5r2,A,fre,1,2,5,r,2,0.07,Afre1m2n5,NA,39
Afre1m2n5r2,A,fre,1,2,5,r,2,0.07,Afre1m2n5,NA,40
Afre1m2n5r2,A,fre,1,2,5,r,2,0.07,Afre1m2n5,NA,41
Afre1m2n5r2,A,fre,1,2,5,r,2,0.07,Afre1m2n5,NA,42
Afre1m2n5r2,A,fre,1,2,5,r,2,0.07,Afre1m2n5,NA,43
Afre1m2n5r2,A,fre,1,2,5,r,2,0.07,Afre1m2n5,NA,44
Afre1m2n5r2,A,fre,1,2,5,r,2,0.07,Afre1m2n5,NA,45
Afre1m2n5r2,A,fre,1,2,5,r,2,0.07,Afre1m2n5,NA,46
Afre1m2n5r2,A,fre,1,2,5,r,2,0.07,Afre1m2n5,NA,47
Afre1m2n5r2,A,fre,1,2,5,r,2,0.07,Afre1m2n5,NA,48
Afre1m2n5r2,A,fre,1,2,5,r,2,0.07,Afre1m2n5,NA,49
Afre1m2n5r2,A,fre,1,2,5,r,2,0.07,Afre1m2n5,NA,50
Afre1m2n5r2,A,fre,1,2,5,r,2,0.07,Afre1m2n5,NA,51
Afre1m2n5r2,A,fre,1,2,5,r,2,0.07,Afre1m2n5,NA,52
Afre1m2n5r2,A,fre,1,2,5,r,2,0.07,Afre1m2n5,NA,53
Afre1m2n5r2,A,fre,1,2,5,r,2,0.07,Afre1m2n5,NA,54
Afre1m2n5r2,A,fre,1,2,5,r,2,0.07,Afre1m2n5,NA,55
Afre1m2n5r2,A,fre,1,2,5,r,2,0.07,Afre1m2n5,NA,56
Afre1m2n5r2,A,fre,1,2,5,r,2,0.07,Afre1m2n5,NA,57
Afre1m2n5r2,A,fre,1,2,5,r,2,0.07,Afre1m2n5,NA,58
Afre1m2n5r2,A,fre,1,2,5,r,2,0.07,Afre1m2n5,NA,59
Afre1m2n5r2,A,fre,1,2,5,r,2,0.07,Afre1m2n5,NA,60
Afre1m2n5r2,A,fre,1,2,5,r,2,0.07,Afre1m2n5,NA,61
Afre1m2n5r3,A,fre,1,2,5,r,3,0.074,Afre1m2n5,1.386037127,1
Afre1m2n5r3,A,fre,1,2,5,r,3,0.074,Afre1m2n5,1.38133854,2
Afre1m2n5r3,A,fre,1,2,5,r,3,0.074,Afre1m2n5,1.351898082,3
Afre1m2n5r3,A,fre,1,2,5,r,3,0.074,Afre1m2n5,1.319955615,4
Afre1m2n5r3,A,fre,1,2,5,r,3,0.074,Afre1m2n5,1.314966004,5
Afre1m2n5r3,A,fre,1,2,5,r,3,0.074,Afre1m2n5,1.331354422,6
Afre1m2n5r3,A,fre,1,2,5,r,3,0.074,Afre1m2n5,1.281981236,7
Afre1m2n5r3,A,fre,1,2,5,r,3,0.074,Afre1m2n5,1.312706299,8
Afre1m2n5r3,A,fre,1,2,5,r,3,0.074,Afre1m2n5,1.266671172,9
Afre1m2n5r3,A,fre,1,2,5,r,3,0.074,Afre1m2n5,1.289224544,10
Afre1m2n5r3,A,fre,1,2,5,r,3,0.074,Afre1m2n5,1.293792609,11
Afre1m2n5r3,A,fre,1,2,5,r,3,0.074,Afre1m2n5,1.273633923,12
Afre1m2n5r3,A,fre,1,2,5,r,3,0.074,Afre1m2n5,1.35080687,13
Afre1m2n5r3,A,fre,1,2,5,r,3,0.074,Afre1m2n5,1.282945611,14
Afre1m2n5r3,A,fre,1,2,5,r,3,0.074,Afre1m2n5,1.378237745,15
Afre1m2n5r3,A,fre,1,2,5,r,3,0.074,Afre1m2n5,1.274534651,16
Afre1m2n5r3,A,fre,1,2,5,r,3,0.074,Afre1m2n5,1.38321256,17
Afre1m2n5r3,A,fre,1,2,5,r,3,0.074,Afre1m2n5,1.406876981,18
Afre1m2n5r3,A,fre,1,2,5,r,3,0.074,Afre1m2n5,NA,19
Afre1m2n5r3,A,fre,1,2,5,r,3,0.074,Afre1m2n5,NA,20
Afre1m2n5r3,A,fre,1,2,5,r,3,0.074,Afre1m2n5,NA,21
Afre1m2n5r3,A,fre,1,2,5,r,3,0.074,Afre1m2n5,NA,22
Afre1m2n5r3,A,fre,1,2,5,r,3,0.074,Afre1m2n5,NA,23
Afre1m2n5r3,A,fre,1,2,5,r,3,0.074,Afre1m2n5,NA,24
Afre1m2n5r3,A,fre,1,2,5,r,3,0.074,Afre1m2n5,NA,25
Afre1m2n5r3,A,fre,1,2,5,r,3,0.074,Afre1m2n5,NA,26
Afre1m2n5r3,A,fre,1,2,5,r,3,0.074,Afre1m2n5,NA,27
Afre1m2n5r3,A,fre,1,2,5,r,3,0.074,Afre1m2n5,NA,28
Afre1m2n5r3,A,fre,1,2,5,r,3,0.074,Afre1m2n5,NA,29
Afre1m2n5r3,A,fre,1,2,5,r,3,0.074,Afre1m2n5,NA,30
Afre1m2n5r3,A,fre,1,2,5,r,3,0.074,Afre1m2n5,NA,31
Afre1m2n5r3,A,fre,1,2,5,r,3,0.074,Afre1m2n5,NA,32
Afre1m2n5r3,A,fre,1,2,5,r,3,0.074,Afre1m2n5,NA,33
Afre1m2n5r3,A,fre,1,2,5,r,3,0.074,Afre1m2n5,NA,34
Afre1m2n5r3,A,fre,1,2,5,r,3,0.074,Afre1m2n5,NA,35
Afre1m2n5r3,A,fre,1,2,5,r,3,0.074,Afre1m2n5,NA,36
Afre1m2n5r3,A,fre,1,2,5,r,3,0.074,Afre1m2n5,NA,37
Afre1m2n5r3,A,fre,1,2,5,r,3,0.074,Afre1m2n5,NA,38
Afre1m2n5r3,A,fre,1,2,5,r,3,0.074,Afre1m2n5,NA,39
Afre1m2n5r3,A,fre,1,2,5,r,3,0.074,Afre1m2n5,NA,40
Afre1m2n5r3,A,fre,1,2,5,r,3,0.074,Afre1m2n5,NA,41
Afre1m2n5r3,A,fre,1,2,5,r,3,0.074,Afre1m2n5,NA,42
Afre1m2n5r3,A,fre,1,2,5,r,3,0.074,Afre1m2n5,NA,43
Afre1m2n5r3,A,fre,1,2,5,r,3,0.074,Afre1m2n5,NA,44
Afre1m2n5r3,A,fre,1,2,5,r,3,0.074,Afre1m2n5,NA,45
Afre1m2n5r3,A,fre,1,2,5,r,3,0.074,Afre1m2n5,NA,46
Afre1m2n5r3,A,fre,1,2,5,r,3,0.074,Afre1m2n5,NA,47
Afre1m2n5r3,A,fre,1,2,5,r,3,0.074,Afre1m2n5,NA,48
