Full ID,Species,SppID,Hub,Transect,Mom,Wind_speed_1m,Wind_speed_10cm,Time,Day,prop_speed
CfreT2M2,L. fremontii,fre,C,2,2,10.58,0.6,10:56:00,5,0.05671077504725898
CfreT2M2,L. fremontii,fre,C,2,2,7.59,1,10:56:00,5,0.13175230566534915
HcalT1M2,L. californica,cal,H,1,2,5,2.36,11:12:00,5,0.472
HcalT1M2,L. californica,cal,H,1,2,5.18,1.86,11:12:00,5,0.35907335907335913
HcalT1M2,L. californica,cal,H,1,2,4.65,2,11:12:00,5,0.4301075268817204
HcalT1M2,L. californica,cal,H,1,2,7.25,1.86,11:12:00,5,0.25655172413793104
HcalT1M2,L. californica,cal,H,1,2,7.08,2.54,11:12:00,5,0.3587570621468927
HcalT1M3,L. californica,cal,H,1,3,6.56,1.15,11:15:00,5,0.17530487804878048
HcalT1M3,L. californica,cal,H,1,3,4.3,0.8,11:15:00,5,0.186046511627907
HcalT1M3,L. californica,cal,H,1,3,5.53,1.15,11:15:00,5,0.20795660036166363
HcalT1M3,L. californica,cal,H,1,3,4.82,1.72,11:15:00,5,0.3568464730290456
