Full ID,Species,SppID,Hub,Transect,Mom,Wind_speed_1m,Wind_speed_10cm,Time,Day,prop_speed
BglaT2M3,L. glaberrima,gla,B,2,3,4.3,4.82,09:29:00,5,1.1209302325581396
BglaT2M3,L. glaberrima,gla,B,2,3,4.65,3.06,09:29:00,5,0.6580645161290323
BglaT2M3,L. glaberrima,gla,B,2,3,7.42,1.72,09:29:00,5,0.23180592991913745
BglaT2M3,L. glaberrima,gla,B,2,3,6.39,4.65,09:29:00,5,0.727699530516432
BglaT2M3,L. glaberrima,gla,B,2,3,7.25,3.24,09:29:00,5,0.44689655172413795
FcalT1M1,L. californica,cal,F,1,1,6.39,3.77,10:47:00,5,0.5899843505477309
FcalT1M1,L. californica,cal,F,1,1,9.14,2.18,10:47:00,5,0.23851203501094093
FcalT1M1,L. californica,cal,F,1,1,5.87,1.72,10:47:00,5,0.293015332197615
FcalT1M1,L. californica,cal,F,1,1,6.56,2.36,10:47:00,5,0.3597560975609756
FcalT1M1,L. californica,cal,F,1,1,8.11,1.86,10:47:00,5,0.22934648581997535
FcalT1M2,L. californica,cal,F,1,2,10.77,1.43,10:50:00,5,0.1327762302692665
FcalT1M2,L. californica,cal,F,1,2,8.62,1.72,10:50:00,5,0.19953596287703018
FcalT1M2,L. californica,cal,F,1,2,6.04,2,10:50:00,5,0.33112582781456956
FcalT1M2,L. californica,cal,F,1,2,5.87,1.86,10:50:00,5,0.31686541737649065
FcalT1M2,L. californica,cal,F,1,2,7.59,1.57,10:50:00,5,0.20685111989459817
FglaT1M1,L. glaberrima,gla,F,1,1,7.08,1.15,10:32:00,5,0.16242937853107342
FglaT1M1,L. glaberrima,gla,F,1,1,5.36,0.8,10:32:00,5,0.14925373134328357
FglaT1M1,L. glaberrima,gla,F,1,1,6.57,1.57,10:32:00,5,0.2389649923896499
FglaT1M1,L. glaberrima,gla,F,1,1,3.94,1.29,10:32:00,5,0.3274111675126904
FglaT1M1,L. glaberrima,gla,F,1,1,7.08,1.57,10:32:00,5,0.22175141242937854
CcalT1M3,L. californica,cal,C,1,3,7.76,1.15,11:02:00,5,0.1481958762886598
CcalT1M3,L. californica,cal,C,1,3,5.7,0.6,11:02:00,5,0.10526315789473684
CcalT1M3,L. californica,cal,C,1,3,8.5,1,11:02:00,5,0.11764705882352941
CcalT1M3,L. californica,cal,C,1,3,10,0.6,11:02:00,5,0.06
CcalT1M3,L. californica,cal,C,1,3,6.9,0.8,11:02:00,5,0.11594202898550725
CfreT1M1,L.fremontii,fre,C,1,1,7.94,1.15,10:58:00,5,0.14483627204030225
CfreT1M1,L.fremontii,fre,C,1,1,8.8,1.86,10:58:00,5,0.21136363636363636
CfreT1M1,L.fremontii,fre,C,1,1,11.53,2.18,10:58:00,5,0.189071986123157
CfreT1M1,L.fremontii,fre,C,1,1,7.59,2.89,10:58:00,5,0.38076416337285907
CfreT1M1,L.fremontii,fre,C,1,1,7.94,1,10:58:00,5,0.12594458438287154
CfreT2M1,L. fremontii,fre,C,2,1,7.25,1.15,10:53:00,5,0.1586206896551724
CfreT2M1,L. fremontii,fre,C,2,1,8.62,1.29,10:53:00,5,0.14965197215777265
CfreT2M1,L. fremontii,fre,C,2,1,6.04,0.8,10:53:00,5,0.13245033112582782
CfreT2M1,L. fremontii,fre,C,2,1,6.22,1,10:53:00,5,0.1607717041800643
CfreT2M1,L. fremontii,fre,C,2,1,5.87,1.29,10:53:00,5,0.21976149914821125
CfreT2M2,L. fremontii,fre,C,2,2,7.25,1.29,10:56:00,5,0.17793103448275863
CfreT2M2,L. fremontii,fre,C,2,2,8.45,1.29,10:56:00,5,0.15266272189349114
CfreT2M2,L. fremontii,fre,C,2,2,6.39,1.15,10:56:00,5,0.17996870109546165
