"","Full.ID","Species","SppID","Hub","Transect","Mom","Pin","Distance","Angle_Comp","Angle_Deg_fromN","Angle_Rad_fromN","Angle_Deg_fromE","Angle_Rad_fromE","Notes","Dist_x","Dist_y","mean_Dist_x","mean_Dist_y","ptcentdist"
"94","CcalT1M2","L. californica","cal","C",1,2,2,4.2,14,303.75,5.3,146.25,2.55,"",-3.48622484798793,2.34227161304395,0.69162922301372,0.896595538485169,4.42090985557688
"95","CcalT1M2","L. californica","cal","C",1,2,3,5.75,14,303.75,5.3,146.25,2.55,"",-4.77280782760253,3.20668137500065,0.69162922301372,0.896595538485169,5.93266962270924
"96","CcalT1M2","L. californica","cal","C",1,2,4,4.3,11,236.25,4.12,213.75,3.73,"",-3.57685057556101,-2.38665874395752,0.69162922301372,0.896595538485169,5.38513495411385
"97","CcalT1M2","L. californica","cal","C",1,2,5,3.55,8,168.75,2.95,281.25,4.91,"",0.69696229224706,-3.48091131216894,0.69162922301372,0.896595538485169,4.37751009926318
"98","CcalT1M2","L. californica","cal","C",1,2,6,3.95,8,168.75,2.95,281.25,4.91,"",0.775493254753771,-3.87312667128657,0.69162922301372,0.896595538485169,4.77045942590538
"99","CcalT1M2","L. californica","cal","C",1,2,7,4.8,8,168.75,2.95,281.25,4.91,"",0.942371550080532,-4.70658430941153,0.69162922301372,0.896595538485169,5.60878740214483
"100","CcalT1M2","L. californica","cal","C",1,2,8,7.3,7,146.25,2.55,303.75,5.3,"",4.04693265410787,-6.07555232823448,0.69162922301372,0.896595538485169,7.73750004782653
"101","CcalT1M2","L. californica","cal","C",1,2,9,4.25,6,123.75,2.16,326.25,5.69,"",3.52394821508436,-2.37577123844106,0.69162922301372,0.896595538485169,4.32786496965589
"102","CcalT1M2","L. californica","cal","C",1,2,10,5.1,5,101.25,1.77,168.75,2.95,"",-5.00668123529212,0.971155501541238,0.69162922301372,0.896595538485169,5.69879823009453
"103","CcalT1M2","L. californica","cal","C",1,2,11,4.3,5,101.25,1.77,168.75,2.95,"",-4.22131947289335,0.818817383652416,0.69162922301372,0.896595538485169,4.91356432032635
"104","CcalT1M2","L. californica","cal","C",1,2,12,4.15,5,101.25,1.77,168.75,2.95,"",-4.07406414244358,0.790253986548262,0.69162922301372,0.896595538485169,4.76687966905313
"105","CcalT1M2","L. californica","cal","C",1,2,13,4.15,4,78.75,1.37,11.25,0.2,"",4.06727629804115,0.824477722799504,0.69162922301372,0.896595538485169,3.37641735490157
